Season,Team,format,MatchIndicator,TotalWin,TotalDraw,TotalLose,TotalPoints,Value
13/14,Sampdoria,Away,Away_Shots_on_Target,5,4,10,19,76
13/14,Sampdoria,Away,Away_Yellow,5,4,10,19,43
13/14,Sampdoria,Away,FT_Away_Goals,5,4,10,19,20
13/14,Sampdoria,Away,HT_Away_Goals,5,4,10,19,8
13/14,Sampdoria,Home,FT_Home_Goals,7,5,7,26,28
13/14,Sampdoria,Home,Home_Corners,7,5,7,26,99
13/14,Sampdoria,Home,Home_Fouls,7,5,7,26,341
13/14,Sampdoria,Home,Home_Red,7,5,7,26,8
13/14,Sampdoria,Home,Home_Shot_Acc,7,5,7,26,6.93
13/14,Sampdoria,Home,Home_Shots,7,5,7,26,274
13/14,Sampdoria,Home,Home_Shots_on_Target,7,5,7,26,99
13/14,Sampdoria,Home,Home_Yellow,7,5,7,26,54
13/14,Sampdoria,Home,HT_Home_Goals,7,5,7,26,9
14/15,Sampdoria,Away,Away_Corners,6,7,6,25,90
14/15,Sampdoria,Away,Away_Fouls,6,7,6,25,304
14/15,Sampdoria,Away,Away_Red,6,7,6,25,2
14/15,Sampdoria,Away,Away_Shot_Acc,6,7,6,25,6.07
14/15,Sampdoria,Away,Away_Shots,6,7,6,25,227
14/15,Sampdoria,Away,Away_Shots_on_Target,6,7,6,25,75
14/15,Sampdoria,Away,Away_Yellow,6,7,6,25,50
14/15,Sampdoria,Away,FT_Away_Goals,6,7,6,25,25
14/15,Sampdoria,Away,HT_Away_Goals,6,7,6,25,5
14/15,Sampdoria,Home,FT_Home_Goals,7,10,2,31,23
14/15,Sampdoria,Home,Home_Corners,7,10,2,31,122
14/15,Sampdoria,Home,Home_Fouls,7,10,2,31,310
14/15,Sampdoria,Home,Home_Red,7,10,2,31,1
14/15,Sampdoria,Home,Home_Shot_Acc,7,10,2,31,5.76
14/15,Sampdoria,Home,Home_Shots,7,10,2,31,272
14/15,Sampdoria,Home,Home_Shots_on_Target,7,10,2,31,81
14/15,Sampdoria,Home,Home_Yellow,7,10,2,31,46
14/15,Sampdoria,Home,HT_Home_Goals,7,10,2,31,11
15/16,Sampdoria,Away,Away_Corners,2,6,11,12,73
15/16,Sampdoria,Away,Away_Fouls,2,6,11,12,260
15/16,Sampdoria,Away,Away_Red,2,6,11,12,4
15/16,Sampdoria,Away,Away_Shot_Acc,2,6,11,12,6.69
15/16,Sampdoria,Away,Away_Shots,2,6,11,12,209
15/16,Sampdoria,Away,Away_Shots_on_Target,2,6,11,12,70
15/16,Sampdoria,Away,Away_Yellow,2,6,11,12,50
15/16,Sampdoria,Away,FT_Away_Goals,2,6,11,12,19
15/16,Sampdoria,Away,HT_Away_Goals,2,6,11,12,9
15/16,Sampdoria,Home,FT_Home_Goals,8,4,7,28,29
15/16,Sampdoria,Home,Home_Corners,8,4,7,28,99
15/16,Sampdoria,Home,Home_Fouls,8,4,7,28,291
15/16,Sampdoria,Home,Home_Red,8,4,7,28,3
15/16,Sampdoria,Home,Home_Shot_Acc,8,4,7,28,7.5
15/16,Sampdoria,Home,Home_Shots,8,4,7,28,221
15/16,Sampdoria,Home,Home_Shots_on_Target,8,4,7,28,82
15/16,Sampdoria,Home,Home_Yellow,8,4,7,28,52
15/16,Sampdoria,Home,HT_Home_Goals,8,4,7,28,11
16/17,Sampdoria,Away,Away_Corners,4,6,9,18,90
16/17,Sampdoria,Away,Away_Fouls,4,6,9,18,265
16/17,Sampdoria,Away,Away_Red,4,6,9,18,4
16/17,Sampdoria,Away,Away_Shot_Acc,4,6,9,18,7.06
16/17,Sampdoria,Away,Away_Shots,4,6,9,18,238
16/17,Sampdoria,Away,Away_Shots_on_Target,4,6,9,18,83
16/17,Sampdoria,Away,Away_Yellow,4,6,9,18,38
16/17,Sampdoria,Away,FT_Away_Goals,4,6,9,18,21
16/17,Sampdoria,Away,HT_Away_Goals,4,6,9,18,8
16/17,Sampdoria,Home,FT_Home_Goals,8,6,5,30,28
16/17,Sampdoria,Home,Home_Corners,8,6,5,30,105
16/17,Sampdoria,Home,Home_Fouls,8,6,5,30,246
16/17,Sampdoria,Home,Home_Red,8,6,5,30,0
16/17,Sampdoria,Home,Home_Shot_Acc,8,6,5,30,6.23
16/17,Sampdoria,Home,Home_Shots,8,6,5,30,263
16/17,Sampdoria,Home,Home_Shots_on_Target,8,6,5,30,84
16/17,Sampdoria,Home,Home_Yellow,8,6,5,30,35
16/17,Sampdoria,Home,HT_Home_Goals,8,6,5,30,10
17/18,Sampdoria,Away,Away_Corners,4,3,12,15,110
17/18,Sampdoria,Away,Away_Fouls,4,3,12,15,219
17/18,Sampdoria,Away,Away_Red,4,3,12,15,2
17/18,Sampdoria,Away,Away_Shot_Acc,4,3,12,15,6.51
17/18,Sampdoria,Away,Away_Shots,4,3,12,15,216
17/18,Sampdoria,Away,Away_Shots_on_Target,4,3,12,15,80
17/18,Sampdoria,Away,Away_Yellow,4,3,12,15,39
17/18,Sampdoria,Away,FT_Away_Goals,4,3,12,15,20
17/18,Sampdoria,Away,HT_Away_Goals,4,3,12,15,12
17/18,Sampdoria,Home,FT_Home_Goals,12,3,4,39,36
17/18,Sampdoria,Home,Home_Corners,12,3,4,39,114
17/18,Sampdoria,Home,Home_Fouls,12,3,4,39,205
17/18,Sampdoria,Home,Home_Red,12,3,4,39,0
17/18,Sampdoria,Home,Home_Shot_Acc,12,3,4,39,7
17/18,Sampdoria,Home,Home_Shots,12,3,4,39,260
17/18,Sampdoria,Home,Home_Shots_on_Target,12,3,4,39,92
17/18,Sampdoria,Home,Home_Yellow,12,3,4,39,30
17/18,Sampdoria,Home,HT_Home_Goals,12,3,4,39,14
18/19,Sampdoria,Away,Away_Corners,5,6,8,21,85
18/19,Sampdoria,Away,Away_Fouls,5,6,8,21,241
18/19,Sampdoria,Away,Away_Red,5,6,8,21,2
18/19,Sampdoria,Away,Away_Shot_Acc,5,6,8,21,10.58
18/19,Sampdoria,Away,Away_Shots,5,6,8,21,166
18/19,Sampdoria,Away,Away_Shots_on_Target,5,6,8,21,96
18/19,Sampdoria,Away,Away_Yellow,5,6,8,21,49
18/19,Sampdoria,Away,FT_Away_Goals,5,6,8,21,32
18/19,Sampdoria,Away,HT_Away_Goals,5,6,8,21,15
18/19,Sampdoria,Home,FT_Home_Goals,10,2,7,32,28
18/19,Sampdoria,Home,Home_Corners,10,2,7,32,83
18/19,Sampdoria,Home,Home_Fouls,10,2,7,32,235
18/19,Sampdoria,Home,Home_Red,10,2,7,32,1
18/19,Sampdoria,Home,Home_Shot_Acc,10,2,7,32,10.4
18/19,Sampdoria,Home,Home_Shots,10,2,7,32,197
18/19,Sampdoria,Home,Home_Shots_on_Target,10,2,7,32,109
18/19,Sampdoria,Home,Home_Yellow,10,2,7,32,43
18/19,Sampdoria,Home,HT_Home_Goals,10,2,7,32,9
10/11,Cesena,Away,Away_Corners,4,5,10,17,92
10/11,Cesena,Away,Away_Fouls,4,5,10,17,297
10/11,Cesena,Away,Away_Red,4,5,10,17,6
10/11,Cesena,Away,Away_Shot_Acc,4,5,10,17,5.43
10/11,Cesena,Away,Away_Shots,4,5,10,17,209
10/11,Cesena,Away,Away_Shots_on_Target,4,5,10,17,61
10/11,Cesena,Away,Away_Yellow,4,5,10,17,39
10/11,Cesena,Away,FT_Away_Goals,4,5,10,17,21
10/11,Cesena,Away,HT_Away_Goals,4,5,10,17,8
10/11,Cesena,Home,FT_Home_Goals,7,5,7,26,17
10/11,Cesena,Home,Home_Corners,7,5,7,26,121
10/11,Cesena,Home,Home_Fouls,7,5,7,26,282
10/11,Cesena,Home,Home_Red,7,5,7,26,1
10/11,Cesena,Home,Home_Shot_Acc,7,5,7,26,5.56
10/11,Cesena,Home,Home_Shots,7,5,7,26,250
10/11,Cesena,Home,Home_Shots_on_Target,7,5,7,26,74
10/11,Cesena,Home,Home_Yellow,7,5,7,26,39
10/11,Cesena,Home,HT_Home_Goals,7,5,7,26,8
11/12,Cesena,Away,Away_Corners,2,3,14,9,56
11/12,Cesena,Away,Away_Fouls,2,3,14,9,299
11/12,Cesena,Away,Away_Red,2,3,14,9,5
11/12,Cesena,Away,Away_Shot_Acc,2,3,14,9,6.39
11/12,Cesena,Away,Away_Shots,2,3,14,9,199
11/12,Cesena,Away,Away_Shots_on_Target,2,3,14,9,61
11/12,Cesena,Away,Away_Yellow,2,3,14,9,44
11/12,Cesena,Away,FT_Away_Goals,2,3,14,9,9
11/12,Cesena,Away,HT_Away_Goals,2,3,14,9,4
11/12,Cesena,Home,FT_Home_Goals,2,7,10,13,15
11/12,Cesena,Home,Home_Corners,2,7,10,13,114
11/12,Cesena,Home,Home_Fouls,2,7,10,13,323
11/12,Cesena,Home,Home_Red,2,7,10,13,5
11/12,Cesena,Home,Home_Shot_Acc,2,7,10,13,4.77
11/12,Cesena,Home,Home_Shots,2,7,10,13,253
11/12,Cesena,Home,Home_Shots_on_Target,2,7,10,13,67
11/12,Cesena,Home,Home_Yellow,2,7,10,13,48
11/12,Cesena,Home,HT_Home_Goals,2,7,10,13,9
14/15,Cesena,Away,Away_Corners,1,5,13,8,66
14/15,Cesena,Away,Away_Fouls,1,5,13,8,322
14/15,Cesena,Away,Away_Red,1,5,13,8,2
14/15,Cesena,Away,Away_Shot_Acc,1,5,13,8,7.06
14/15,Cesena,Away,Away_Shots,1,5,13,8,166
14/15,Cesena,Away,Away_Shots_on_Target,1,5,13,8,54
14/15,Cesena,Away,Away_Yellow,1,5,13,8,51
14/15,Cesena,Away,FT_Away_Goals,1,5,13,8,17
14/15,Cesena,Away,HT_Away_Goals,1,5,13,8,6
14/15,Cesena,Home,FT_Home_Goals,3,7,9,16,19
14/15,Cesena,Home,Home_Corners,3,7,9,16,66
14/15,Cesena,Home,Home_Fouls,3,7,9,16,309
14/15,Cesena,Home,Home_Red,3,7,9,16,2
14/15,Cesena,Home,Home_Shot_Acc,3,7,9,16,6.43
14/15,Cesena,Home,Home_Shots,3,7,9,16,191
14/15,Cesena,Home,Home_Shots_on_Target,3,7,9,16,61
14/15,Cesena,Home,Home_Yellow,3,7,9,16,51
14/15,Cesena,Home,HT_Home_Goals,3,7,9,16,9
10/11,Brescia,Away,Away_Corners,1,6,12,9,77
10/11,Brescia,Away,Away_Fouls,1,6,12,9,324
10/11,Brescia,Away,Away_Red,1,6,12,9,3
10/11,Brescia,Away,Away_Shot_Acc,1,6,12,9,5.61
10/11,Brescia,Away,Away_Shots,1,6,12,9,215
10/11,Brescia,Away,Away_Shots_on_Target,1,6,12,9,64
10/11,Brescia,Away,Away_Yellow,1,6,12,9,48
10/11,Brescia,Away,FT_Away_Goals,1,6,12,9,12
10/11,Brescia,Away,HT_Away_Goals,1,6,12,9,7
10/11,Brescia,Home,FT_Home_Goals,6,5,8,23,22
10/11,Brescia,Home,Home_Corners,6,5,8,23,103
10/11,Brescia,Home,Home_Fouls,6,5,8,23,326
10/11,Brescia,Home,Home_Red,6,5,8,23,2
10/11,Brescia,Home,Home_Shot_Acc,6,5,8,23,6.34
10/11,Brescia,Home,Home_Shots,6,5,8,23,276
10/11,Brescia,Home,Home_Shots_on_Target,6,5,8,23,90
10/11,Brescia,Home,Home_Yellow,6,5,8,23,45
10/11,Brescia,Home,HT_Home_Goals,6,5,8,23,13
10/11,Lecce,Away,Away_Corners,4,3,12,15,93
10/11,Lecce,Away,Away_Fouls,4,3,12,15,338
10/11,Lecce,Away,Away_Red,4,3,12,15,4
10/11,Lecce,Away,Away_Shot_Acc,4,3,12,15,6.76
10/11,Lecce,Away,Away_Shots,4,3,12,15,226
10/11,Lecce,Away,Away_Shots_on_Target,4,3,12,15,78
10/11,Lecce,Away,Away_Yellow,4,3,12,15,46
10/11,Lecce,Away,FT_Away_Goals,4,3,12,15,18
10/11,Lecce,Away,HT_Away_Goals,4,3,12,15,7
10/11,Lecce,Home,FT_Home_Goals,7,5,7,26,28
10/11,Lecce,Home,Home_Corners,7,5,7,26,115
10/11,Lecce,Home,Home_Fouls,7,5,7,26,354
10/11,Lecce,Home,Home_Red,7,5,7,26,5
10/11,Lecce,Home,Home_Shot_Acc,7,5,7,26,7.08
10/11,Lecce,Home,Home_Shots,7,5,7,26,233
10/11,Lecce,Home,Home_Shots_on_Target,7,5,7,26,82
10/11,Lecce,Home,Home_Yellow,7,5,7,26,34
10/11,Lecce,Home,HT_Home_Goals,7,5,7,26,11
11/12,Lecce,Away,Away_Corners,5,6,8,21,63
11/12,Lecce,Away,Away_Fouls,5,6,8,21,303
11/12,Lecce,Away,Away_Red,5,6,8,21,4
11/12,Lecce,Away,Away_Shot_Acc,5,6,8,21,5.76
11/12,Lecce,Away,Away_Shots,5,6,8,21,192
11/12,Lecce,Away,Away_Shots_on_Target,5,6,8,21,54
11/12,Lecce,Away,Away_Yellow,5,6,8,21,43
11/12,Lecce,Away,FT_Away_Goals,5,6,8,21,18
11/12,Lecce,Away,HT_Away_Goals,5,6,8,21,4
11/12,Lecce,Home,FT_Home_Goals,3,6,10,15,22
11/12,Lecce,Home,Home_Corners,3,6,10,15,95
11/12,Lecce,Home,Home_Fouls,3,6,10,15,326
11/12,Lecce,Home,Home_Red,3,6,10,15,5
11/12,Lecce,Home,Home_Shot_Acc,3,6,10,15,7.04
11/12,Lecce,Home,Home_Shots,3,6,10,15,237
11/12,Lecce,Home,Home_Shots_on_Target,3,6,10,15,83
11/12,Lecce,Home,Home_Yellow,3,6,10,15,61
11/12,Lecce,Home,HT_Home_Goals,3,6,10,15,12
11/12,Novara,Away,Away_Corners,2,3,14,9,96
11/12,Novara,Away,Away_Fouls,2,3,14,9,308
11/12,Novara,Away,Away_Red,2,3,14,9,3
11/12,Novara,Away,Away_Shot_Acc,2,3,14,9,5.74
11/12,Novara,Away,Away_Shots,2,3,14,9,211
11/12,Novara,Away,Away_Shots_on_Target,2,3,14,9,63
11/12,Novara,Away,Away_Yellow,2,3,14,9,36
11/12,Novara,Away,FT_Away_Goals,2,3,14,9,15
11/12,Novara,Away,HT_Away_Goals,2,3,14,9,6
11/12,Novara,Home,FT_Home_Goals,5,8,6,23,20
11/12,Novara,Home,Home_Corners,5,8,6,23,106
11/12,Novara,Home,Home_Fouls,5,8,6,23,291
11/12,Novara,Home,Home_Red,5,8,6,23,3
11/12,Novara,Home,Home_Shot_Acc,5,8,6,23,5.91
11/12,Novara,Home,Home_Shots,5,8,6,23,256
11/12,Novara,Home,Home_Shots_on_Target,5,8,6,23,79
11/12,Novara,Home,Home_Yellow,5,8,6,23,40
11/12,Novara,Home,HT_Home_Goals,5,8,6,23,4
12/13,Pescara,Away,Away_Corners,2,3,14,9,54
12/13,Pescara,Away,Away_Fouls,2,3,14,9,314
12/13,Pescara,Away,Away_Red,2,3,14,9,7
12/13,Pescara,Away,Away_Shot_Acc,2,3,14,9,5.62
12/13,Pescara,Away,Away_Shots,2,3,14,9,158
12/13,Pescara,Away,Away_Shots_on_Target,2,3,14,9,51
12/13,Pescara,Away,Away_Yellow,2,3,14,9,47
12/13,Pescara,Away,FT_Away_Goals,2,3,14,9,12
12/13,Pescara,Away,HT_Away_Goals,2,3,14,9,5
12/13,Pescara,Home,FT_Home_Goals,4,1,14,13,15
12/13,Pescara,Home,Home_Corners,4,1,14,13,92
12/13,Pescara,Home,Home_Fouls,4,1,14,13,296
12/13,Pescara,Home,Home_Red,4,1,14,13,1
12/13,Pescara,Home,Home_Shot_Acc,4,1,14,13,5.0200000000000005
12/13,Pescara,Home,Home_Shots,4,1,14,13,242
12/13,Pescara,Home,Home_Shots_on_Target,4,1,14,13,68
12/13,Pescara,Home,Home_Yellow,4,1,14,13,47
12/13,Pescara,Home,HT_Home_Goals,4,1,14,13,4
16/17,Pescara,Away,Away_Corners,1,4,14,7,90
16/17,Pescara,Away,Away_Fouls,1,4,14,7,279
16/17,Pescara,Away,Away_Red,1,4,14,7,1
16/17,Pescara,Away,Away_Shot_Acc,1,4,14,7,6.65
16/17,Pescara,Away,Away_Shots,1,4,14,7,221
16/17,Pescara,Away,Away_Shots_on_Target,1,4,14,7,77
16/17,Pescara,Away,Away_Yellow,1,4,14,7,47
16/17,Pescara,Away,FT_Away_Goals,1,4,14,7,18
16/17,Pescara,Away,HT_Away_Goals,1,4,14,7,NA
16/17,Pescara,Home,FT_Home_Goals,2,5,12,11,19
16/17,Pescara,Home,Home_Corners,2,5,12,11,93
16/17,Pescara,Home,Home_Fouls,2,5,12,11,272
16/17,Pescara,Home,Home_Red,2,5,12,11,3
16/17,Pescara,Home,Home_Shot_Acc,2,5,12,11,6.42
16/17,Pescara,Home,Home_Shots,2,5,12,11,221
16/17,Pescara,Home,Home_Shots_on_Target,2,5,12,11,69
16/17,Pescara,Home,Home_Yellow,2,5,12,11,45
16/17,Pescara,Home,HT_Home_Goals,2,5,12,11,11
12/13,Torino,Away,Away_Corners,2,10,7,16,88
12/13,Torino,Away,Away_Fouls,2,10,7,16,297
12/13,Torino,Away,Away_Red,2,10,7,16,4
12/13,Torino,Away,Away_Shot_Acc,2,10,7,16,6.75
12/13,Torino,Away,Away_Shots,2,10,7,16,214
12/13,Torino,Away,Away_Shots_on_Target,2,10,7,16,77
12/13,Torino,Away,Away_Yellow,2,10,7,16,43
12/13,Torino,Away,FT_Away_Goals,2,10,7,16,23
12/13,Torino,Away,HT_Away_Goals,2,10,7,16,9
12/13,Torino,Home,FT_Home_Goals,6,6,7,24,23
12/13,Torino,Home,Home_Corners,6,6,7,24,99
12/13,Torino,Home,Home_Fouls,6,6,7,24,260
12/13,Torino,Home,Home_Red,6,6,7,24,2
12/13,Torino,Home,Home_Shot_Acc,6,6,7,24,6.32
12/13,Torino,Home,Home_Shots,6,6,7,24,208
12/13,Torino,Home,Home_Shots_on_Target,6,6,7,24,68
12/13,Torino,Home,Home_Yellow,6,6,7,24,36
12/13,Torino,Home,HT_Home_Goals,6,6,7,24,11
13/14,Torino,Away,Away_Corners,6,6,7,24,99
13/14,Torino,Away,Away_Fouls,6,6,7,24,259
13/14,Torino,Away,Away_Red,6,6,7,24,1
13/14,Torino,Away,Away_Shot_Acc,6,6,7,24,7.09
13/14,Torino,Away,Away_Shots,6,6,7,24,234
13/14,Torino,Away,Away_Shots_on_Target,6,6,7,24,83
13/14,Torino,Away,Away_Yellow,6,6,7,24,57
13/14,Torino,Away,FT_Away_Goals,6,6,7,24,27
13/14,Torino,Away,HT_Away_Goals,6,6,7,24,8
13/14,Torino,Home,FT_Home_Goals,9,6,4,33,31
13/14,Torino,Home,Home_Corners,9,6,4,33,123
13/14,Torino,Home,Home_Fouls,9,6,4,33,224
13/14,Torino,Home,Home_Red,9,6,4,33,1
13/14,Torino,Home,Home_Shot_Acc,9,6,4,33,6.85
13/14,Torino,Home,Home_Shots,9,6,4,33,269
13/14,Torino,Home,Home_Shots_on_Target,9,6,4,33,90
13/14,Torino,Home,Home_Yellow,9,6,4,33,37
13/14,Torino,Home,HT_Home_Goals,9,6,4,33,12
14/15,Torino,Away,Away_Corners,6,5,8,23,73
14/15,Torino,Away,Away_Fouls,6,5,8,23,296
14/15,Torino,Away,Away_Red,6,5,8,23,3
14/15,Torino,Away,Away_Shot_Acc,6,5,8,23,6.66
14/15,Torino,Away,Away_Shots,6,5,8,23,227
14/15,Torino,Away,Away_Shots_on_Target,6,5,8,23,79
14/15,Torino,Away,Away_Yellow,6,5,8,23,57
14/15,Torino,Away,FT_Away_Goals,6,5,8,23,23
14/15,Torino,Away,HT_Away_Goals,6,5,8,23,12
14/15,Torino,Home,FT_Home_Goals,8,7,4,31,25
14/15,Torino,Home,Home_Corners,8,7,4,31,107
14/15,Torino,Home,Home_Fouls,8,7,4,31,247
14/15,Torino,Home,Home_Red,8,7,4,31,0
14/15,Torino,Home,Home_Shot_Acc,8,7,4,31,5.58
14/15,Torino,Home,Home_Shots,8,7,4,31,315
14/15,Torino,Home,Home_Shots_on_Target,8,7,4,31,91
14/15,Torino,Home,Home_Yellow,8,7,4,31,39
14/15,Torino,Home,HT_Home_Goals,8,7,4,31,9
15/16,Torino,Away,Away_Corners,6,3,10,21,90
15/16,Torino,Away,Away_Fouls,6,3,10,21,320
15/16,Torino,Away,Away_Red,6,3,10,21,0
15/16,Torino,Away,Away_Shot_Acc,6,3,10,21,7.29
15/16,Torino,Away,Away_Shots,6,3,10,21,229
15/16,Torino,Away,Away_Shots_on_Target,6,3,10,21,84
15/16,Torino,Away,Away_Yellow,6,3,10,21,52
15/16,Torino,Away,FT_Away_Goals,6,3,10,21,27
15/16,Torino,Away,HT_Away_Goals,6,3,10,21,9
15/16,Torino,Home,FT_Home_Goals,6,6,7,24,25
15/16,Torino,Home,Home_Corners,6,6,7,24,91
15/16,Torino,Home,Home_Fouls,6,6,7,24,336
15/16,Torino,Home,Home_Red,6,6,7,24,3
15/16,Torino,Home,Home_Shot_Acc,6,6,7,24,7.3
15/16,Torino,Home,Home_Shots,6,6,7,24,242
15/16,Torino,Home,Home_Shots_on_Target,6,6,7,24,92
15/16,Torino,Home,Home_Yellow,6,6,7,24,43
15/16,Torino,Home,HT_Home_Goals,6,6,7,24,12
16/17,Torino,Away,Away_Corners,4,6,9,18,99
16/17,Torino,Away,Away_Fouls,4,6,9,18,293
16/17,Torino,Away,Away_Red,4,6,9,18,4
16/17,Torino,Away,Away_Shot_Acc,4,6,9,18,5.74
16/17,Torino,Away,Away_Shots,4,6,9,18,241
16/17,Torino,Away,Away_Shots_on_Target,4,6,9,18,69
16/17,Torino,Away,Away_Yellow,4,6,9,18,49
16/17,Torino,Away,FT_Away_Goals,4,6,9,18,28
16/17,Torino,Away,HT_Away_Goals,4,6,9,18,7
16/17,Torino,Home,FT_Home_Goals,9,8,2,35,43
16/17,Torino,Home,Home_Corners,9,8,2,35,121
16/17,Torino,Home,Home_Fouls,9,8,2,35,294
16/17,Torino,Home,Home_Red,9,8,2,35,0
16/17,Torino,Home,Home_Shot_Acc,9,8,2,35,6.5200000000000005
16/17,Torino,Home,Home_Shots,9,8,2,35,332
16/17,Torino,Home,Home_Shots_on_Target,9,8,2,35,115
16/17,Torino,Home,Home_Yellow,9,8,2,35,31
16/17,Torino,Home,HT_Home_Goals,9,8,2,35,21
17/18,Torino,Away,Away_Corners,5,9,5,24,92
17/18,Torino,Away,Away_Fouls,5,9,5,24,305
17/18,Torino,Away,Away_Red,5,9,5,24,3
17/18,Torino,Away,Away_Shot_Acc,5,9,5,24,6.25
17/18,Torino,Away,Away_Shots,5,9,5,24,207
17/18,Torino,Away,Away_Shots_on_Target,5,9,5,24,71
17/18,Torino,Away,Away_Yellow,5,9,5,24,44
17/18,Torino,Away,FT_Away_Goals,5,9,5,24,25
17/18,Torino,Away,HT_Away_Goals,5,9,5,24,8
17/18,Torino,Home,FT_Home_Goals,8,6,5,30,29
17/18,Torino,Home,Home_Corners,8,6,5,30,81
17/18,Torino,Home,Home_Fouls,8,6,5,30,260
17/18,Torino,Home,Home_Red,8,6,5,30,1
17/18,Torino,Home,Home_Shot_Acc,8,6,5,30,6.7
17/18,Torino,Home,Home_Shots,8,6,5,30,236
17/18,Torino,Home,Home_Shots_on_Target,8,6,5,30,85
17/18,Torino,Home,Home_Yellow,8,6,5,30,34
17/18,Torino,Home,HT_Home_Goals,8,6,5,30,17
18/19,Torino,Away,Away_Corners,4,13,2,25,72
18/19,Torino,Away,Away_Fouls,4,13,2,25,329
18/19,Torino,Away,Away_Red,4,13,2,25,2
18/19,Torino,Away,Away_Shot_Acc,4,13,2,25,8.78
18/19,Torino,Away,Away_Shots,4,13,2,25,165
18/19,Torino,Away,Away_Shots_on_Target,4,13,2,25,80
18/19,Torino,Away,Away_Yellow,4,13,2,25,52
18/19,Torino,Away,FT_Away_Goals,4,13,2,25,20
18/19,Torino,Away,HT_Away_Goals,4,13,2,25,6
18/19,Torino,Home,FT_Home_Goals,12,2,5,38,32
18/19,Torino,Home,Home_Corners,12,2,5,38,111
18/19,Torino,Home,Home_Fouls,12,2,5,38,273
18/19,Torino,Home,Home_Red,12,2,5,38,2
18/19,Torino,Home,Home_Shot_Acc,12,2,5,38,10.54
18/19,Torino,Home,Home_Shots,12,2,5,38,223
18/19,Torino,Home,Home_Shots_on_Target,12,2,5,38,122
18/19,Torino,Home,Home_Yellow,12,2,5,38,38
18/19,Torino,Home,HT_Home_Goals,12,2,5,38,12
13/14,Verona,Away,Away_Corners,6,3,10,21,85
13/14,Verona,Away,Away_Fouls,6,3,10,21,252
13/14,Verona,Away,Away_Red,6,3,10,21,3
13/14,Verona,Away,Away_Shot_Acc,6,3,10,21,6.33
13/14,Verona,Away,Away_Shots,6,3,10,21,239
13/14,Verona,Away,Away_Shots_on_Target,6,3,10,21,76
13/14,Verona,Away,Away_Yellow,6,3,10,21,39
13/14,Verona,Away,FT_Away_Goals,6,3,10,21,27
13/14,Verona,Away,HT_Away_Goals,6,3,10,21,13
13/14,Verona,Home,FT_Home_Goals,10,3,6,33,35
13/14,Verona,Home,Home_Corners,10,3,6,33,102
13/14,Verona,Home,Home_Fouls,10,3,6,33,252
13/14,Verona,Home,Home_Red,10,3,6,33,2
13/14,Verona,Home,Home_Shot_Acc,10,3,6,33,7.5200000000000005
13/14,Verona,Home,Home_Shots,10,3,6,33,220
13/14,Verona,Home,Home_Shots_on_Target,10,3,6,33,87
13/14,Verona,Home,Home_Yellow,10,3,6,33,29
13/14,Verona,Home,HT_Home_Goals,10,3,6,33,14
14/15,Verona,Away,Away_Corners,4,8,7,20,66
14/15,Verona,Away,Away_Fouls,4,8,7,20,277
14/15,Verona,Away,Away_Red,4,8,7,20,1
14/15,Verona,Away,Away_Shot_Acc,4,8,7,20,6.46
14/15,Verona,Away,Away_Shots,4,8,7,20,188
14/15,Verona,Away,Away_Shots_on_Target,4,8,7,20,64
14/15,Verona,Away,Away_Yellow,4,8,7,20,54
14/15,Verona,Away,FT_Away_Goals,4,8,7,20,22
14/15,Verona,Away,HT_Away_Goals,4,8,7,20,11
14/15,Verona,Home,FT_Home_Goals,7,5,7,26,27
14/15,Verona,Home,Home_Corners,7,5,7,26,109
14/15,Verona,Home,Home_Fouls,7,5,7,26,246
14/15,Verona,Home,Home_Red,7,5,7,26,6
14/15,Verona,Home,Home_Shot_Acc,7,5,7,26,6.42
14/15,Verona,Home,Home_Shots,7,5,7,26,270
14/15,Verona,Home,Home_Shots_on_Target,7,5,7,26,92
14/15,Verona,Home,Home_Yellow,7,5,7,26,42
14/15,Verona,Home,HT_Home_Goals,7,5,7,26,10
15/16,Verona,Away,Away_Corners,1,7,11,10,87
15/16,Verona,Away,Away_Fouls,1,7,11,10,295
15/16,Verona,Away,Away_Red,1,7,11,10,5
15/16,Verona,Away,Away_Shot_Acc,1,7,11,10,4.83
15/16,Verona,Away,Away_Shots,1,7,11,10,206
15/16,Verona,Away,Away_Shots_on_Target,1,7,11,10,54
15/16,Verona,Away,Away_Yellow,1,7,11,10,45
15/16,Verona,Away,FT_Away_Goals,1,7,11,10,13
15/16,Verona,Away,HT_Away_Goals,1,7,11,10,1
15/16,Verona,Home,FT_Home_Goals,4,6,9,18,21
15/16,Verona,Home,Home_Corners,4,6,9,18,122
15/16,Verona,Home,Home_Fouls,4,6,9,18,317
15/16,Verona,Home,Home_Red,4,6,9,18,2
15/16,Verona,Home,Home_Shot_Acc,4,6,9,18,6.98
15/16,Verona,Home,Home_Shots,4,6,9,18,245
15/16,Verona,Home,Home_Shots_on_Target,4,6,9,18,88
15/16,Verona,Home,Home_Yellow,4,6,9,18,43
15/16,Verona,Home,HT_Home_Goals,4,6,9,18,9
17/18,Verona,Away,Away_Corners,2,3,14,9,63
17/18,Verona,Away,Away_Fouls,2,3,14,9,254
17/18,Verona,Away,Away_Red,2,3,14,9,5
17/18,Verona,Away,Away_Shot_Acc,2,3,14,9,4.66
